銘柄コード,銘柄名,信用区分,新規売建可能数量(在庫株数量)(株(口)),プレミアム料(1株あたり)
3635,コーエーテクモホールディングス,デイトレ,38700,0.00
3635,コーエーテクモホールディングス,長期,775400,
3636,三菱総合研究所,デイトレ,800,0.00
3636,三菱総合研究所,長期,27700,
3639,ボルテージ,デイトレ,8400,0.00
363A,ｉＦｒｅｅＥＴＦ　英国ＦＴＳＥ１００,デイトレ,31,3.00
3640,電算,デイトレ,800,0.00
3641,パピレス,デイトレ,2000,0.90
3645,メディカルネット,デイトレ,21300,1.30
3646,駅探,デイトレ,1800,0.90
3648,ＡＧＳ,デイトレ,5400,0.00
3649,ファインデックス,デイトレ,3500,0.00
3652,ディジタルメディアプロフェッショナル,デイトレ,12800,1.80
3653,モルフォ,デイトレ,残数量なし,8.73
3656,ＫＬａｂ,デイトレ,250300,0.61
3657,ポールトゥウィンホールディングス,デイトレ,10600,0.00
3657,ポールトゥウィンホールディングス,長期,3600,
3659,ネクソン,デイトレ,32100,3.15
3659,ネクソン,長期,残数量なし,
365A,伊澤タオル,デイトレ,3600,0.90
3660,アイスタイル,デイトレ,42500,0.00
3660,アイスタイル,長期,9800,
3661,エムアップホールディングス,デイトレ,15900,0.00
3661,エムアップホールディングス,長期,154900,
3662,エイチームホールディングス,デイトレ,18700,0.00
3663,セルシス,デイトレ,3300,0.00
3663,セルシス,長期,16200,0.14
3664,ＷＩＺＥ,デイトレ,153800,0.00
3667,ｅｎｉｓｈ,デイトレ,183100,0.00
3668,コロプラ,デイトレ,36400,0.00
3668,コロプラ,長期,7500,0.04
3671,ソフトマックス,デイトレ,11800,0.90
3672,オルトプラス,デイトレ,220500,0.27
3673,ブロードリーフ,デイトレ,56300,0.00
3673,ブロードリーフ,長期,249200,0.02
3674,オークファン,デイトレ,13800,1.30
3675,クロス・マーケティンググループ,デイトレ,4700,0.00
3678,メディアドゥ,デイトレ,2400,1.30
367A,プリモグローバルホールディングス,デイトレ,6300,2.56
3680,ホットリンク,デイトレ,36000,0.90
3682,エンカレッジ・テクノロジ,デイトレ,700,0.00
3683,サイバーリンクス,デイトレ,3800,0.00
3686,ディー・エル・イー,デイトレ,110300,0.00
3687,フィックスターズ,デイトレ,25600,0.00
368A,北里,デイトレ,2300,0.90
3690,イルグルム,デイトレ,1000,0.00
3691,デジタルプラス,デイトレ,100,1.67
3694,オプティム,デイトレ,20400,0.00
3694,オプティム,長期,2500,0.03
3695,ＧＭＯプロダクトプラットフォーム,デイトレ,1100,1.10
3696,セレス,デイトレ,4100,0.00
3697,ＳＨＩＦＴ,デイトレ,282200,0.00
3698,ＣＲＩ・ミドルウェア,デイトレ,400,0.00
369A,エータイ,デイトレ,1000,1.80
3708,特種東海製紙,デイトレ,1600,0.00
3708,特種東海製紙,長期,31500,
3710,ジョルダン,デイトレ,1700,0.00
3712,情報企画,デイトレ,1700,0.00
3719,ＡＩストーム,デイトレ,32000,1.18
3723,日本ファルコム,デイトレ,2500,2.38
3726,フォーシーズＨＤ,デイトレ,6600,0.45
3727,アプリックス,デイトレ,146300,1.30
3733,ソフトウェア・サービス,デイトレ,1400,0.00
3739,コムシード,デイトレ,4600,0.00
3741,セック,デイトレ,6800,0.00
3744,サイオス,デイトレ,15300,0.00
3747,インタートレード,デイトレ,300,0.00
3753,フライトソリューションズ,デイトレ,8200,0.90
3758,アエリア,デイトレ,6200,0.00
3760,ケイブ,デイトレ,3400,1.30
3762,テクマトリックス,デイトレ,19600,0.00
3762,テクマトリックス,長期,109800,
3763,プロシップ,デイトレ,800,2.60
3765,ガンホー・オンライン・エンターテイメント,デイトレ,5300,0.00
3765,ガンホー・オンライン・エンターテイメント,長期,161800,
3766,システムズ・デザイン,デイトレ,300,1.85
3768,リスクモンスター,デイトレ,3600,0.00
3769,ＧＭＯペイメントゲートウェイ,デイトレ,6900,0.00
3769,ＧＭＯペイメントゲートウェイ,長期,139100,
3771,システムリサーチ,デイトレ,2000,0.00
3772,ウェルス・マネジメント,デイトレ,900,0.90
3773,アドバンスト・メディア,デイトレ,2300,0.00
3774,インターネットイニシアティブ,デイトレ,5500,0.00
3774,インターネットイニシアティブ,長期,729100,
3775,ガイアックス,デイトレ,1500,0.00
3776,ブロードバンドタワー,デイトレ,31100,0.90
3777,環境フレンドリーホールディングス,デイトレ,1004600,0.39
3778,さくらインターネット,デイトレ,28000,0.00
3779,ジェイ・エスコムホールディングス,デイトレ,12600,1.28
3788,ＧＭＯグローバルサイン・ホールディングス,デイトレ,3000,0.00
3788,ＧＭＯグローバルサイン・ホールディングス,長期,700,0.08
378A,ヒット,デイトレ,2600,0.90
3791,ＩＧポート,デイトレ,3400,0.00
3793,ドリコム,デイトレ,7200,0.00
3796,いい生活,デイトレ,2600,0.00
3798,ＵＬＳグループ,デイトレ,105600,0.90
3799,キーウェアソリューションズ,デイトレ,700,0.00
3804,システム　ディ,デイトレ,200,1.30
3807,フィスコ,デイトレ,31100,0.00
3808,オーケーウェブ,デイトレ,23700,0.00
3815,メディア工房,デイトレ,800,0.90
3817,ＳＲＡホールディングス,デイトレ,2000,0.00
3817,ＳＲＡホールディングス,長期,16700,
3825,リミックスポイント,デイトレ,548900,1.53
3826,システムインテグレータ,デイトレ,1100,0.00
3834,朝日ネット,デイトレ,2600,0.00
3835,ｅＢＡＳＥ,デイトレ,5800,0.00
3836,アバントグループ,デイトレ,800,0.00
3836,アバントグループ,長期,31700,0.10
3837,アドソル日進,デイトレ,5500,0.00
383A,ＭＡＸＩＳ　Ｓ＆Ｐ５００均等ウェイト上場投信,デイトレ,2,3.00
3841,ジーダット,デイトレ,300,1.30
3842,ネクストジェン,デイトレ,1400,0.90
3843,フリービット,デイトレ,3800,0.00
3843,フリービット,長期,1200,0.07
3844,コムチュア,デイトレ,15200,0.00
3844,コムチュア,長期,26400,0.11
3848,データ・アプリケーション,デイトレ,1500,0.00
3850,エヌ・ティ・ティ・データ・イントラマート,デイトレ,300,2.70
3851,日本一ソフトウェア,デイトレ,6700,0.00
3854,アイル,デイトレ,3700,2.60
3854,アイル,長期,1000,
3858,ユビキタスＡＩ,デイトレ,40700,0.28
3861,王子ホールディングス,デイトレ,80400,0.00
3861,王子ホールディングス,長期,3308600,
3863,日本製紙,デイトレ,25900,0.00
3863,日本製紙,長期,295900,
3864,三菱製紙,デイトレ,5100,0.00
3865,北越コーポレーション,デイトレ,500,0.00
386A,みのや,デイトレ,3000,0.90
3877,中越パルプ工業,デイトレ,5200,0.00
3878,巴川コーポレーション,デイトレ,7900,0.00
387A,フラー,デイトレ,100,0.90
3880,大王製紙,デイトレ,8600,0.00
3880,大王製紙,長期,331300,
3891,ニッポン高度紙工業,デイトレ,4800,0.00
3892,岡山製紙,デイトレ,2800,0.00
3895,ハビックス,デイトレ,1200,1.30
3896,阿波製紙,デイトレ,2100,0.90
3900,クラウドワークス,デイトレ,2400,0.00
3901,マークラインズ,デイトレ,2400,0.00
3901,マークラインズ,長期,1500,
3903,ｇｕｍｉ,デイトレ,45000,0.00
3904,カヤック,デイトレ,8000,0.90
3908,コラボス,デイトレ,2000,0.90
3909,ショーケース,デイトレ,6400,1.30
3910,エムケイシステム,デイトレ,1000,0.90
3911,Ａｉｍｉｎｇ,デイトレ,2000,0.90
3912,モバイルファクトリー,デイトレ,800,0.00
3913,ＧｒｅｅｎＢｅｅ,デイトレ,3300,0.90
3914,ＪＩＧ－ＳＡＷ,デイトレ,4400,1.80
3915,テラスカイ,デイトレ,18900,0.00
3916,デジタル・インフォメーション・テクノロジー,デイトレ,6000,0.00
3916,デジタル・インフォメーション・テクノロジー,長期,2900,
3917,アイリッジ,デイトレ,7300,0.00
3918,ＰＣＩホールディングス,デイトレ,3800,0.90
3920,アイビーシー,デイトレ,1200,0.00
3921,ネオジャパン,デイトレ,2700,0.00
3921,ネオジャパン,長期,600,0.07
3922,ＰＲ　ＴＩＭＥＳ,デイトレ,3100,0.00
3923,ラクス,デイトレ,32800,0.00
3923,ラクス,長期,774400,
3925,ダブルスタンダード,デイトレ,18800,0.90
3926,オープンドア,デイトレ,400,0.90
3927,フーバーブレイン,デイトレ,10400,0.90
3928,マイネット,デイトレ,6700,0.00
3929,ソーシャルワイヤー,デイトレ,20600,0.90
392A,ｉシェアーズ　ＮＡＳＤＡＱトップ３０ＥＴＦ,デイトレ,12360,1.30
3930,はてな,デイトレ,2500,0.90
3931,バリューゴルフ,デイトレ,900,0.31
3932,アカツキ,デイトレ,4300,0.00
3933,チエル,デイトレ,5100,0.00
3934,ベネフィットジャパン,デイトレ,200,0.25
3935,エディア,デイトレ,6200,0.90
3936,グローバルウェイ,デイトレ,135600,1.30
3937,Ｕｂｉｃｏｍホールディングス,デイトレ,9500,0.00
3937,Ｕｂｉｃｏｍホールディングス,長期,700,0.07
3939,カナミックネットワーク,デイトレ,2900,0.00
3940,ノムラシステムコーポレーション,デイトレ,7700,0.00
3941,レンゴー,デイトレ,5900,0.00
3941,レンゴー,長期,1885400,
3943,大石産業,デイトレ,200,0.00
3945,スーパーバッグ,デイトレ,1400,2.20
3946,トーモク,デイトレ,2300,0.00
3946,トーモク,長期,3600,
3947,ダイナパック,デイトレ,400,2.60
3948,光ビジネスフォーム,デイトレ,200,1.30
3950,ザ・パック,デイトレ,3800,0.00
3950,ザ・パック,長期,51500,
3951,朝日印刷,デイトレ,1500,0.00
3954,昭和パックス,デイトレ,500,2.70
3955,イムラ,デイトレ,800,0.00
3958,笹徳印刷,デイトレ,1200,1.30
395A,業界改革厳選ＥＴＦ地銀,デイトレ,2600,0.30
3962,チェンジホールディングス,デイトレ,37300,0.00
3963,シンクロ・フード,デイトレ,2800,0.00
3964,オークネット,長期,37100,0.11
3965,キャピタル・アセット・プランニング,デイトレ,3000,0.90
3967,エルテス,デイトレ,8400,1.30
3968,セグエグループ,デイトレ,16200,0.00
3969,エイトレッド,デイトレ,6300,1.30
3970,イノベーション,デイトレ,100,0.90
3974,ＳＣＡＴ,デイトレ,300,0.00
3976,シャノン,デイトレ,4000,0.90
3979,うるる,デイトレ,300,0.40
3981,ビーグリー,デイトレ,4500,1.30
3983,オロ,デイトレ,3200,0.00
3984,ユーザーローカル,デイトレ,8800,0.00
3985,テモナ,デイトレ,1600,0.90
3986,ビーブレイクシステムズ,デイトレ,3100,0.62
3987,エコモット,デイトレ,4400,0.90
3988,ＳＹＳホールディングス,デイトレ,300,1.30
3991,ウォンテッドリー,デイトレ,1500,1.30
3992,ニーズウェル,デイトレ,5000,0.00
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,デイトレ,30900,0.00
3994,マネーフォワード,デイトレ,3800,0.00
3996,サインポスト,デイトレ,6300,0.00
3998,すららネット,デイトレ,6600,0.00
399A,上場インデックスファンド日経平均高配当株５０,デイトレ,3368,0.00
4005,住友化学,デイトレ,690500,0.00
4005,住友化学,長期,193700,
4008,住友精化,デイトレ,2400,0.00
4008,住友精化,長期,377400,
4011,ヘッドウォータース,デイトレ,13200,1.80
4012,アクシス,デイトレ,5000,0.00
4013,勤次郎,デイトレ,5400,0.00
4014,カラダノート,デイトレ,800,0.90
4015,ペイクラウドホールディングス,デイトレ,2500,0.90
4016,ＭＩＴホールディングス,デイトレ,1200,0.95
4017,クリーマ,デイトレ,8700,1.30
4019,スタメン,デイトレ,16500,0.00
401A,霞ヶ関ホテルリート投資法人,デイトレ,36,1.00
4021,日産化学,デイトレ,1000,0.00
4021,日産化学,長期,12200,
4022,ラサ工業,デイトレ,15100,0.00
4023,クレハ,デイトレ,3800,0.00
4023,クレハ,長期,34400,0.35
4026,神島化学工業,デイトレ,2300,0.00
4027,テイカ,デイトレ,1300,0.00
4027,テイカ,長期,19500,0.20
4028,石原産業,デイトレ,11000,0.00
4028,石原産業,長期,151500,
4031,片倉コープアグリ,デイトレ,13500,0.00
4040,南海化学,デイトレ,4100,3.30
4041,日本曹達,デイトレ,1100,0.00
4041,日本曹達,長期,415900,
4042,東ソー,デイトレ,11100,0.00
4042,東ソー,長期,1154600,
4043,トクヤマ,デイトレ,10200,0.00
4043,トクヤマ,長期,509200,
4044,セントラル硝子,デイトレ,1500,0.00
4044,セントラル硝子,長期,120200,
4045,東亞合成,デイトレ,6000,0.00
4045,東亞合成,長期,499800,
4046,大阪ソーダ,デイトレ,4300,0.00
4046,大阪ソーダ,長期,570800,
4047,関東電化工業,デイトレ,36700,0.00
4047,関東電化工業,長期,100700,0.07
404A,グローバルＸ　チャイナテック・トップ１０　ＥＴＦ,デイトレ,9,0.00
4051,ＧＭＯフィナンシャルゲート,デイトレ,3900,6.42
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,デイトレ,8100,0.00
4054,日本情報クリエイト,デイトレ,3800,0.00
4055,ティアンドエスグループ,デイトレ,1900,0.00
4056,ニューラルグループ,デイトレ,16600,0.81
4057,インターファクトリー,デイトレ,3300,0.90
4058,トヨクモ,デイトレ,3700,0.00
4059,まぐまぐ,デイトレ,4500,0.51
4060,ｒａｋｕｍｏ,デイトレ,4400,0.00
4061,デンカ,デイトレ,4600,0.00
4061,デンカ,長期,10600,
4062,イビデン,長期,166100,
4063,信越化学工業,デイトレ,153000,0.00
4063,信越化学工業,長期,440500,
4064,日本カーバイド工業,デイトレ,5300,0.00
4064,日本カーバイド工業,長期,13300,0.29
4068,ベイシス,デイトレ,400,0.90
4069,ＢｌｕｅＭｅｍｅ,デイトレ,17400,0.89
4071,プラスアルファ・コンサルティング,デイトレ,7900,0.00
4071,プラスアルファ・コンサルティング,長期,43500,
4072,電算システムホールディングス,デイトレ,600,0.00
4072,電算システムホールディングス,長期,1100,
4073,ジィ・シィ企画,デイトレ,9000,0.90
4074,ラキール,デイトレ,5900,0.00
4075,ブレインズテクノロジー,デイトレ,2900,1.71
4076,シイエヌエス,デイトレ,1600,1.30
4078,堺化学工業,デイトレ,5700,0.00
4078,堺化学工業,長期,42800,
407A,ＵＮＩＣＯＮホールディングス,デイトレ,28900,0.90
