銘柄名,銘柄コード,市場,弁済期限(いちにち),弁済期限(14日),弁済期限(無期限),売建可能数量[株],優待権利付き最終日,株主優待,特別空売り料[円],現在値[円],前日比[円],当日株価変動率[％],日中出来高増減率[％],ティック数,出来高[株],直近高値騰落率[％],貸借区分,逆日歩[円]
"シェアリングテクノロジー","3989","東証","○","-","-","14,300","-","無","0.20","1,423","-20","0.49 %","-","1,064","280,300","-3.85 %","信用","0.00"
"新日本理化","4406","東証","○","-","-","0","-","無","0.00","204","2","0.49 %","-","118","171,500","0.00 %","貸借","0.00"
"アール・エス・シー","4664","東証","○","-","-","16,700","-","無","1.40","1,008","-11","0.49 %","-","623","122,000","-16.00 %","信用","0.00"
"ガーラ","4777","東証","○","-","-","600","-","無","0.10","203","1","0.49 %","-","31","30,700","-1.45 %","信用","0.00"
"ＡＮＹＣＯＬＯＲ","5032","東証","○","-","-","8,900","-","無","0.00","2,433","54","0.49 %","-","2,492","772,800","-2.36 %","貸借","0.00"
"ＩＢＪ","6071","東証","○","-","○","25,000","12/28","有","0.00","814","10","0.49 %","-","313","126,700","-0.36 %","貸借","0.00"
"エアトリ","6191","東証","○","-","○","16,800","-","無","0.00","809","-3","0.49 %","-","280","80,200","-1.10 %","貸借","0.00"
"バーチャレクスＨＬＤＧＳ","6193","東証","○","-","-","0","09/28","有","0.40","1,009","8","0.49 %","-","23","3,700","-0.09 %","信用","0.00"
"木村化工機","6378","東証","○","-","-","0","-","無","0.00","1,223","21","0.49 %","-","426","133,900","-0.48 %","貸借","0.00"
"東海理化電機","6995","東証","○","-","○","4,000","-","無","0.00","3,075","15","0.49 %","-","289","117,700","-0.64 %","貸借","0.00"
"アコム","8572","東証","○","-","○","247,000","-","無","0.00","470.3","8.0","0.49 %","-","2,202","1,507,300","-0.71 %","貸借","0.00"
"オリックス","8591","東証","○","-","○","241,200","-","無","0.00","6,331","53","0.49 %","-","7,209","2,361,500","-0.22 %","貸借","0.00"
"日本エコシステム","9249","東証","○","-","-","0","09/28","有","2.20","1,623","5","0.49 %","-","16","3,600","0.00 %","信用","0.00"
"東洋埠頭","9351","東証","○","-","-","0","-","無","0.00","1,845","9","0.49 %","-","6","900","-0.64 %","貸借","0.00"
"ＯＮＥ高配当日本株","1494","東証","○","-","-","9","-","無","0.00","43,890","500","0.48 %","-","48","169","0.00 %","貸借","0.00"
"Ｅ・Ｊホールディングス","2153","東証","○","-","○","21,400","-","無","0.10","1,660","16","0.48 %","-","254","56,100","-0.41 %","信用","0.00"
"ウェルネット","2428","東証","○","-","-","1,000","06/28","有","0.00","625","1","0.48 %","-","131","57,800","-0.31 %","貸借","0.00"
"テクノアルファ","3089","東証","○","-","-","500","-","無","0.00","1,030","9","0.48 %","-","55","15,000","-1.71 %","貸借","0.00"
"ＩＳＳ＆Ｐ５００カバコ","452A","東証","○","-","-","2,400","-","無","0.50","824.0","3.8","0.48 %","-","340","111,720","-0.23 %","信用","0.00"
"ＤＩＣ","4631","東証","○","-","○","26,400","-","無","0.00","4,791","1","0.48 %","-","1,080","294,800","-1.88 %","貸借","0.00"
"石塚硝子","5204","東証","○","-","-","200","03/17","有","6.40","3,110","45","0.48 %","-","66","18,600","-2.04 %","貸借","0.00"
"ジーテクト","5970","東証","○","-","-","1,400","09/28","有","0.00","2,084","16","0.48 %","-","356","101,100","-0.57 %","貸借","0.00"
"エスティック","6161","東証","○","-","-","200","-","無","0.30","1,036","-4","0.48 %","-","44","8,800","-1.33 %","信用","0.00"
"ピアズ","7066","東証","○","-","-","200","-","無","0.40","417","6","0.48 %","-","24","4,800","-1.41 %","信用","0.00"
"ひとまいる","7686","東証","○","-","-","0","03/29","有","0.00","414","2","0.48 %","-","13","2,200","0.00 %","貸借","0.00"
"リコーリース","8566","東証","○","-","-","700","09/28","有","0.00","6,240","100","0.48 %","-","174","65,000","-0.63 %","貸借","0.30"
"デジタリフト","9244","東証","○","-","-","200","09/28","有","0.90","1,240","6","0.48 %","-","22","3,600","-1.27 %","信用","0.00"
"ケアサービス","2425","東証","○","-","-","0","03/29","有","0.20","639","4","0.47 %","-","16","2,100","-1.69 %","信用","0.00"
"ヒビノ","2469","東証","○","-","-","300","09/28","有","0.90","2,772","13","0.47 %","-","84","13,800","-1.35 %","信用","0.00"
"ＤＣＭホールディングス","3050","東証","○","-","-","5,500","08/27","有","0.00","1,487","5","0.47 %","-","1,225","405,300","-2.36 %","貸借","0.00"
"マリモ地方創生リート","3470","東証","○","-","-","28","-","無","4.00","105,800","400","0.47 %","-","225","711","-1.12 %","信用","0.00"
"オロ","3983","東証","○","-","-","800","12/28","有","0.00","2,106","18","0.47 %","-","308","68,100","-0.61 %","貸借","0.05"
"フューチャー","4722","東証","○","-","○","17,400","-","無","0.00","1,677","88","0.47 %","-","1,349","392,200","-1.46 %","貸借","0.00"
"ＩＳプラチナＥＴＦ","569A","東証","○","-","-","580","-","無","0.30","167.8","1.9","0.47 %","-","39","24,420","-0.65 %","信用","0.00"
"ＳＭＩＬＥＨＯＬＤＩＮＧＳ","7084","東証","○","-","-","100","09/28","有","0.60","2,764","-3","0.47 %","-","20","2,600","-1.10 %","信用","0.00"
"ヨロズ","7294","東証","○","-","-","0","09/28","有","0.00","844","4","0.47 %","-","134","30,700","-0.35 %","貸借","0.05"
"ローランド","7944","東証","○","-","○","6,500","-","無","0.00","4,265","20","0.47 %","-","302","65,500","-1.04 %","貸借","0.10"
"京極運輸","9073","東証","○","-","-","2,500","09/28","有","2.20","1,258","10","0.47 %","-","3","400","0.00 %","信用","0.00"
"ＬｉｂＷｏｒｋ","1431","東証","○","-","-","0","09/28","有","2.30","643","4","0.46 %","-","47","19,300","-0.15 %","貸借","0.05"
"富士ピー・エス","1848","東証","○","-","-","100","09/28","有","0.00","648","-2","0.46 %","-","40","9,200","-0.61 %","貸借","0.00"
"ＧＸガバナンス日株ＥＴＦ","2636","東証","○","-","-","9","-","無","0.00","4,951","30","0.46 %","-","18","585","-1.43 %","貸借","0.00"
"ＧＸＮＤＸカバコ","2865","東証","○","-","-","5,303","-","無","0.00","1,299","-11","0.46 %","-","1,213","530,301","-2.11 %","貸借","0.00"
"アルピコホールディングス","297A","東証","○","-","-","0","03/29","有","0.30","215","1","0.46 %","-","39","19,300","-1.37 %","信用","0.00"
"マーチャント・バンカーズ","3121","東証","○","-","-","0","-","無","0.20","216","-1","0.46 %","-","25","6,300","-0.91 %","貸借","0.00"
"ＧＸ防衛テックＥＴＦ","466A","東証","○","-","-","0","-","無","1.00","1,069","29","0.46 %","-","360","45,305","-0.37 %","信用","0.00"
"イントラスト","7191","東証","○","-","-","0","09/28","有","0.00","1,084","14","0.46 %","-","38","9,200","0.00 %","貸借","0.00"
"テイン","7217","東証","○","-","-","2,000","-","無","0.30","429","-1","0.46 %","-","7","800","-0.23 %","信用","0.00"
"ナガイレーベン","7447","東証","○","-","○","6,200","-","無","0.00","1,728","9","0.46 %","-","356","65,500","-1.70 %","貸借","0.05"
"ウッドワン","7898","東証","○","-","-","200","-","無","0.00","865","4","0.46 %","-","12","14,500","0.00 %","貸借","0.00"
"ニッコンホールディングス","9072","東証","○","-","-","3,700","09/28","有","0.00","5,666","5","0.46 %","-","1,024","230,200","-1.70 %","貸借","0.00"
"ＮＦ新興国株式ヘ無","2520","東証","○","-","-","140","-","無","2.00","2,411","19","0.45 %","-","97","10,122","-2.74 %","貸借","0.00"
"関門海","3372","東証","○","-","-","0","09/28","有","0.30","220","0","0.45 %","-","28","9,700","-0.45 %","貸借","0.00"
"ハマイ","6497","東証","○","-","-","100","-","無","1.00","1,332","-9","0.45 %","-","31","3,700","-4.85 %","信用","0.00"
"原田工業","6904","東証","○","-","-","0","09/28","有","0.20","446","1","0.45 %","-","15","3,400","-0.22 %","信用","0.00"
"東京通信グループ","7359","東証","○","-","-","300","12/28","有","0.40","222","-3","0.45 %","-","89","62,800","-12.94 %","信用","0.00"
"うかい","7621","東証","○","-","-","0","09/28","有","2.00","3,305","5","0.45 %","-","3","600","-0.15 %","信用","0.00"
"いつも","7694","東証","○","-","-","800","-","無","0.50","441","-6","0.45 %","-","151","36,300","-2.86 %","信用","0.00"
"ワキタ","8125","東証","○","-","○","4,700","02/24","有","0.00","1,768","16","0.45 %","-","362","109,300","-0.28 %","貸借","0.00"
"アイドママーケティングコミュ","9466","東証","○","-","-","0","-","無","0.00","222","0","0.45 %","-","13","3,700","-0.44 %","貸借","0.00"
"上場外債","1677","東証","○","-","-","10","-","無","0.00","61,270","-60","0.44 %","-","8","200","-0.72 %","貸借","0.00"
"博展","2173","東証","○","-","-","100","12/28","有","2.80","682","5","0.44 %","-","31","5,800","-0.43 %","貸借","0.00"
"ＩＦＳＰ５００Ｈ有","2248","東証","○","-","-","350","-","無","2.00","2,710","13","0.44 %","-","21","1,663","0.00 %","貸借","0.00"
"Ｎｏ．１","3562","東証","○","-","-","700","-","無","1.00","1,580","18","0.44 %","-","177","35,600","-0.62 %","信用","0.00"
"システムズ・デザイン","3766","東証","○","-","-","0","-","無","1.20","1,347","2","0.44 %","-","7","1,100","-1.82 %","信用","0.00"
"アルビス","7475","東証","○","-","-","100","09/28","有","0.00","2,500","-9","0.44 %","-","44","7,700","-1.02 %","貸借","0.00"
"ＧＥＮＫＹＤＲＵＧＳＴＯＲＥＳ","9267","東証","○","-","○","1,200","-","無","0.00","3,420","65","0.44 %","-","371","102,000","-0.72 %","貸借","0.00"
"ＭＸＳ全世界株式","2559","東証","○","-","-","3,202","-","無","0.00","2,982","-1","0.43 %","-","1,292","320,158","-0.40 %","貸借","0.00"
"フェスタリアＨＬＤＧＳ","2736","東証","○","-","-","0","08/27","有","0.40","686","3","0.43 %","-","15","3,100","-0.14 %","信用","0.00"
"はごろもフーズ","2831","東証","○","-","-","0","09/28","有","2.20","3,465","-25","0.43 %","-","17","4,700","-1.28 %","信用","0.00"
"Ｓ＆Ｐ５００配当貴族","364A","東証","○","-","-","172","-","無","2.00","2,558","21","0.43 %","-","72","4,312","-0.66 %","貸借","0.00"
"ビーブレイクシステムズ","3986","東証","○","-","-","700","06/28","有","0.40","463","1","0.43 %","-","40","8,900","-2.32 %","信用","0.00"
"ＯＮＥＪ国債高クーポン","492A","東証","○","-","-","0","-","無","0.60","973.9","-3.2","0.43 %","-","6","220","-0.40 %","信用","0.00"
"ＮＺＡＭＪリト２・５・８・１１","530A","東証","○","-","-","0","-","無","1.00","1,868","31","0.43 %","-","6","18","-0.47 %","信用","0.00"
"パイオラックス","5988","東証","○","-","-","800","09/28","有","0.00","1,612","11","0.43 %","-","226","51,500","-0.67 %","貸借","0.10"
"タケダ機械","6150","東証","○","-","-","100","05/27","有","2.40","2,742","12","0.43 %","-","8","1,000","0.00 %","信用","0.00"
"タカラトミー","7867","東証","○","-","○","0","09/28","有","0.00","3,259.0","29.0","0.43 %","-","1,122","266,800","-0.42 %","貸借","0.00"
"クワザワホールディングス","8104","東証","○","-","-","400","03/29","有","0.30","688","3","0.43 %","-","68","16,500","-0.86 %","信用","0.00"
"三谷産業","8285","東証","○","-","-","600","09/28","有","0.00","696","5","0.43 %","-","117","41,100","-2.65 %","貸借","0.00"
"大分銀行","8392","東証","○","-","-","800","09/28","有","0.00","2,547","3","0.43 %","-","1,197","303,800","-1.81 %","貸借","0.00"
"日産証券グループ","8705","東証","○","-","-","1,200","09/28","有","0.30","229","2","0.43 %","-","121","114,600","-1.29 %","貸借","0.00"
"ショクブン","9969","東証","○","-","-","0","03/29","有","0.40","231","1","0.43 %","-","11","2,400","-0.43 %","貸借","0.00"
"ティア","2485","東証","○","-","-","200","-","無","0.00","472","2","0.42 %","-","80","21,300","-0.63 %","貸借","0.00"
"ＧＸロジリートＥＴＦ","2864","東証","○","-","-","47","-","無","0.00","1,430","10","0.42 %","-","3","4,661","-2.05 %","貸借","0.00"
"ヒラキ","3059","東証","○","-","-","0","03/29","有","0.70","708","3","0.42 %","-","14","2,100","0.00 %","貸借","0.00"
"ＴＳＩホールディングス","3608","東証","○","-","○","3,700","08/27","有","0.00","1,178","18","0.42 %","-","620","229,100","-0.59 %","貸借","0.00"
"ハイブリッドテクノロジース","4260","東証","○","-","-","100","-","無","0.20","239","1","0.42 %","-","14","4,000","-0.41 %","信用","0.00"
"ＯＮＥＪ国債１７－２０","496A","東証","○","-","-","1,920","-","無","1.10","940.0","-4.4","0.42 %","-","7","1,160","-1.42 %","信用","0.00"
"ベクトル","6058","東証","○","-","○","36,000","-","無","0.00","1,893","28","0.42 %","-","1,202","467,100","-0.83 %","貸借","0.00"
"ピアラ","7044","東証","○","-","-","1,000","12/28","有","0.40","474","3","0.42 %","-","69","28,300","-3.26 %","信用","0.00"
"フーディソン","7114","東証","○","-","-","0","09/28","有","0.70","716","-1","0.42 %","-","11","1,700","-0.55 %","信用","0.00"
"ＳＢＩホールディングス","8473","東証","○","-","-","43,700","09/28","有","0.00","2,695.5","43.5","0.42 %","-","9,505","4,364,500","-0.68 %","貸借","0.00"
"ストライダーズ","9816","東証","○","-","-","0","09/28","有","0.10","235","0","0.42 %","-","23","3,000","-1.26 %","信用","0.00"
"ダイドーリミテツド","3205","東証","○","-","-","800","03/29","有","1.20","724","4","0.41 %","-","235","82,500","-0.41 %","貸借","0.00"
"アーバネットコーポレーション","3242","東証","○","-","-","2,600","12/28","有","0.00","486","2","0.41 %","-","213","199,600","-3.57 %","貸借","0.05"
"スーパーバツグ","3945","東証","○","-","-","100","-","無","1.00","2,186","-3","0.41 %","-","5","2,900","-0.13 %","信用","0.00"
"ソフト９９コーポレーション","4464","東証","○","-","-","700","-","無","2.10","3,605","5","0.41 %","-","2","200","-0.13 %","貸借","0.00"
"日本ペイントＨＯＬＤ","4612","東証","○","-","○","24,300","-","無","0.00","1,087.5","19.5","0.41 %","-","3,182","3,480,600","-0.82 %","貸借","0.00"
"サニックスホールディングス","4651","東証","○","-","-","0","-","無","0.00","241","7","0.41 %","-","231","289,100","-1.63 %","貸借","0.00"
"日本冶金工","5480","東証","○","-","-","800","-","無","0.00","4,860","55","0.41 %","-","224","70,200","-0.81 %","貸借","0.00"
"スペース","9622","東証","○","-","○","14,300","-","無","0.00","1,441","9","0.41 %","-","115","29,900","-0.68 %","貸借","0.00"
"日本甜菜糖","2108","東証","○","-","-","500","09/28","有","0.00","4,975","85","0.40 %","-","177","38,300","-1.48 %","貸借","0.00"
"セイヒョー","2872","東証","○","-","-","0","08/27","有","0.40","2,002","4","0.40 %","-","46","8,800","-1.23 %","信用","0.00"
"テンダ","4198","東証","○","-","-","200","-","無","0.10","491","-1","0.40 %","-","17","8,000","-1.60 %","信用","0.00"
"ビーピー・カストロール","5015","東証","○","-","-","0","-","無","0.40","989","-6","0.40 %","-","45","11,600","-1.00 %","信用","0.00"
"安楽亭","7562","東証","○","-","-","0","09/28","有","3.90","3,760","15","0.40 %","-","18","3,700","0.00 %","信用","0.00"
"キヤノン","7751","東証","○","-","○","320,200","-","無","0.00","4,260","56","0.40 %","-","5,509","3,041,300","-0.53 %","貸借","0.00"
"山善","8051","東証","○","-","○","8,300","03/29","有","0.00","1,739","7","0.40 %","-","598","216,700","-1.02 %","貸借","0.05"
"ポエック","9264","東証","○","-","-","200","-","無","1.00","1,726","25","0.40 %","-","57","13,300","-1.08 %","貸借","0.00"
"エム・エイチ・グループ","9439","東証","○","-","-","200","06/28","有","0.30","245","2","0.40 %","-","22","7,800","-0.40 %","貸借","0.00"
"西部ガスＨＬＤＧＳ","9536","東証","○","-","○","0","09/28","有","0.00","2,257","32","0.40 %","-","298","73,500","-0.79 %","貸借","0.00"
"天満屋ストア","9846","東証","○","-","-","200","08/27","有","1.00","1,001","8","0.40 %","-","37","9,000","-0.19 %","信用","0.00"
