受渡日,約定日,商品等,取引種類,銘柄名（ファンド名）,銘柄コード,口座,数量,単価,支払（出金）,預り（入金）,MRF・お預り金残高,摘要
2023/3/17,2023/3/15,信用,新規買い,石原ケミカル,4462,特定,200,"1,354",---,---,---,制度
2023/3/17,2023/3/15,信用,新規売り,理研ビタミン,4526,特定,100,"1,939",---,---,---,一般
2023/3/17,2023/3/15,信用,現引,理研ビタミン,4526,特定,100,"1,939","193,913",---,---,"制度　建日:23/03/15　建値:1,939"
2023/3/17,2023/3/15,信用,新規買い,理研ビタミン,4526,特定,100,"1,939",---,---,---,制度
2023/3/17,2023/3/15,信用,新規売り,三谷セキサン,5273,特定,100,"4,555",---,---,---,一般
2023/3/17,2023/3/15,信用,新規買い,三谷セキサン,5273,特定,100,"4,555",---,---,---,制度
2023/3/17,2023/3/15,信用,現引,三谷セキサン,5273,特定,100,"4,555","455,531",---,---,"制度　建日:23/03/15　建値:4,555"
2023/3/17,2023/3/15,信用,新規売り,ＣＫサンエツ,5757,特定,100,"4,135",---,---,---,一般
2023/3/17,2023/3/15,信用,新規買い,ＣＫサンエツ,5757,特定,100,"4,135",---,---,---,制度
2023/3/17,2023/3/15,信用,現引,ＣＫサンエツ,5757,特定,100,"4,135","413,528",---,---,"制度　建日:23/03/15　建値:4,135"
2023/3/17,2023/3/15,信用,新規売り,エイチワン,5989,特定,200,628,---,---,---,一般
2023/3/17,2023/3/15,信用,現引,エイチワン,5989,特定,200,628,"125,608",---,---,制度　建日:23/03/15　建値:628
2023/3/17,2023/3/15,信用,新規買い,エイチワン,5989,特定,200,628,---,---,---,制度
2023/3/17,2023/3/15,信用,新規売り,ペガサス,6262,特定,500,669,---,---,---,一般
2023/3/17,2023/3/15,信用,新規買い,ペガサス,6262,特定,500,669,---,---,---,制度
2023/3/17,2023/3/15,信用,現引,ペガサス,6262,特定,500,669,"334,522",---,---,制度　建日:23/03/15　建値:669
2023/3/17,2023/3/15,信用,新規売り,帝国電機,6333,特定,100,"2,603",---,---,---,一般
2023/3/17,2023/3/15,信用,現引,帝国電機,6333,特定,100,"2,603","260,317",---,---,"制度　建日:23/03/15　建値:2,603"
2023/3/17,2023/3/15,信用,新規買い,帝国電機,6333,特定,100,"2,603",---,---,---,制度
2023/3/17,2023/3/15,信用,新規売り,マースグループＨ,6419,特定,100,"2,794",---,---,---,一般
2023/3/17,2023/3/15,信用,現引,マースグループＨ,6419,特定,100,"2,794","279,419",---,---,"制度　建日:23/03/15　建値:2,794"
2023/3/17,2023/3/15,信用,新規買い,マースグループＨ,6419,特定,100,"2,794",---,---,---,制度
2023/3/17,2023/3/15,信用,新規売り,全国保証,7164,特定,100,"5,270",---,---,---,一般
2023/3/17,2023/3/15,信用,新規買い,全国保証,7164,特定,100,"5,270",---,---,---,制度
2023/3/17,2023/3/15,信用,現引,全国保証,7164,特定,100,"5,270","527,036",---,---,"制度　建日:23/03/15　建値:5,270"
2023/3/17,2023/3/15,信用,新規売り,ＴＳテック,7313,特定,200,"1,668",---,---,---,一般
2023/3/17,2023/3/15,信用,新規買い,ＴＳテック,7313,特定,200,"1,668",---,---,---,制度
2023/3/17,2023/3/15,信用,現引,ＴＳテック,7313,特定,200,"1,668","333,622",---,---,"制度　建日:23/03/15　建値:1,668"
2023/3/17,2023/3/15,信用,新規売り,ゼンショーＨＤ,7550,特定,100,"4,035",---,---,---,一般
2023/3/17,2023/3/15,信用,現引,ゼンショーＨＤ,7550,特定,100,"4,035","403,527",---,---,"制度　建日:23/03/15　建値:4,035"
2023/3/17,2023/3/15,信用,新規買い,ゼンショーＨＤ,7550,特定,100,"4,035",---,---,---,制度
2023/3/17,2023/3/15,信用,新規売り,グローブライド,7990,特定,100,"2,403",---,---,---,一般
2023/3/17,2023/3/15,信用,現引,グローブライド,7990,特定,100,"2,403","240,316",---,---,"制度　建日:23/03/15　建値:2,403"
2023/3/17,2023/3/15,信用,新規買い,グローブライド,7990,特定,100,"2,403",---,---,---,制度
2023/3/17,2023/3/15,信用,新規売り,スターゼン,8043,特定,200,"2,219",---,---,---,一般
2023/3/17,2023/3/15,信用,新規買い,スターゼン,8043,特定,200,"2,219",---,---,---,制度
2023/3/17,2023/3/15,信用,現引,スターゼン,8043,特定,200,"2,219","443,830",---,---,"制度　建日:23/03/15　建値:2,219"
2023/3/17,2023/3/15,信用,新規売り,カナデン,8081,特定,100,"1,150",---,---,---,一般
2023/3/17,2023/3/15,信用,新規買い,カナデン,8081,特定,100,"1,150",---,---,---,制度
2023/3/17,2023/3/15,信用,現引,カナデン,8081,特定,100,"1,150","115,007",---,---,"制度　建日:23/03/15　建値:1,150"
2023/3/17,2023/3/15,信用,新規売り,阿波銀行,8388,特定,200,"2,019",---,---,---,一般
2023/3/17,2023/3/15,信用,現引,阿波銀行,8388,特定,200,"2,019","403,827",---,---,"制度　建日:23/03/15　建値:2,019"
2023/3/17,2023/3/15,信用,新規買い,阿波銀行,8388,特定,200,"2,019",---,---,---,制度
2023/3/17,2023/3/15,信用,新規売り,リコーリース,8566,特定,100,"3,955",---,---,---,一般
2023/3/17,2023/3/15,信用,現引,リコーリース,8566,特定,100,"3,955","395,527",---,---,"制度　建日:23/03/15　建値:3,955"
2023/3/17,2023/3/15,信用,新規買い,リコーリース,8566,特定,100,"3,955",---,---,---,制度
2023/3/17,2023/3/15,信用,新規売り,サカイ引越,9039,特定,100,"4,500",---,---,---,一般
2023/3/17,2023/3/15,信用,新規買い,サカイ引越,9039,特定,100,"4,500",---,---,---,制度
2023/3/17,2023/3/15,信用,現引,サカイ引越,9039,特定,100,"4,500","450,030",---,---,"制度　建日:23/03/15　建値:4,500"
2023/3/17,2023/3/15,信用,新規売り,トーカイ,9729,特定,100,"1,931",---,---,---,一般
2023/3/17,2023/3/15,信用,現引,トーカイ,9729,特定,100,"1,931","193,113",---,---,"制度　建日:23/03/15　建値:1,931"
2023/3/17,2023/3/15,信用,新規買い,トーカイ,9729,特定,100,"1,931",---,---,---,制度
2023/3/17,2023/3/15,信用,新規売り,バローＨＤ,9956,特定,100,"1,948",---,---,---,一般
2023/3/17,2023/3/15,信用,新規買い,バローＨＤ,9956,特定,100,"1,948",---,---,---,制度
2023/3/17,2023/3/15,信用,現引,バローＨＤ,9956,特定,100,"1,948","194,813",---,---,"制度　建日:23/03/15　建値:1,948"
2023/3/17,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"2,000","-1,000(前日比)"
2023/3/17,---,入出金,振替,---,-,-,---,---,---,"7,825,924",---,信用保証金から
2023/3/20,2023/3/16,信用,新規売り,ウィルグループ,6089,特定,100,"1,101",---,---,---,一般
2023/3/20,2023/3/16,信用,新規買い,ウィルグループ,6089,特定,100,"1,101",---,---,---,制度
2023/3/20,2023/3/16,信用,現引,ウィルグループ,6089,特定,100,"1,101","110,107",---,---,"制度　建日:23/03/16　建値:1,101"
2023/3/20,2023/3/16,信用,新規売り,ドウシシャ,7483,特定,100,"1,917",---,---,---,一般
2023/3/20,2023/3/16,信用,現引,ドウシシャ,7483,特定,100,"1,917","191,713",---,---,"制度　建日:23/03/16　建値:1,917"
2023/3/20,2023/3/16,信用,新規買い,ドウシシャ,7483,特定,100,"1,917",---,---,---,制度
2023/3/20,2023/3/16,信用,新規売り,高速,7504,特定,100,"1,886",---,---,---,一般
2023/3/20,2023/3/16,信用,現引,高速,7504,特定,100,"1,886","188,612",---,---,"制度　建日:23/03/16　建値:1,886"
2023/3/20,2023/3/16,信用,新規買い,高速,7504,特定,100,"1,886",---,---,---,制度
2023/3/20,2023/3/16,信用,新規売り,たけびし,7510,特定,100,"1,647",---,---,---,一般
2023/3/20,2023/3/16,信用,現引,たけびし,7510,特定,100,"1,647","164,711",---,---,"制度　建日:23/03/16　建値:1,647"
2023/3/20,2023/3/16,信用,新規買い,たけびし,7510,特定,100,"1,647",---,---,---,制度
2023/3/20,2023/3/16,信用,新規売り,極東貿易,8093,特定,200,"1,492",---,---,---,一般
2023/3/20,2023/3/16,信用,新規買い,極東貿易,8093,特定,200,"1,492",---,---,---,制度
2023/3/20,2023/3/16,信用,現引,極東貿易,8093,特定,200,"1,492","298,420",---,---,"制度　建日:23/03/16　建値:1,492"
2023/3/20,2023/3/16,信用,新規売り,スズケン,9987,特定,100,"3,350",---,---,---,一般
2023/3/20,2023/3/16,信用,新規買い,スズケン,9987,特定,100,"3,350",---,---,---,制度
2023/3/20,2023/3/16,信用,現引,スズケン,9987,特定,100,"3,350","335,022",---,---,"制度　建日:23/03/16　建値:3,350"
2023/3/20,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,0,"-2,000(前日比)"
2023/3/20,---,入出金,入金,---,-,-,---,---,---,"5,000,000",---,ＳＭＢＣ即時入金
2023/3/20,---,入出金,振替,---,-,-,---,---,---,"1,286,585",---,信用保証金から
2023/3/20,---,入出金,入金,---,-,-,---,---,---,"1,000,000",---,ＳＭＢＣ即時入金
2023/3/20,---,入出金,振替,---,-,-,---,---,"6,000,000",---,---,信用保証金へ
2023/3/22,2023/3/17,信用,新規売り,名糖産,2207,特定,200,"1,699",---,---,---,一般
2023/3/22,2023/3/17,信用,新規買い,名糖産,2207,特定,200,"1,699",---,---,---,制度
2023/3/22,2023/3/17,信用,現引,名糖産,2207,特定,200,"1,699","339,823",---,---,"制度　建日:23/03/17　建値:1,699"
2023/3/22,2023/3/17,信用,新規売り,ＮＳＳＯＬ,2327,特定,100,"3,470",---,---,---,一般
2023/3/22,2023/3/17,信用,現引,ＮＳＳＯＬ,2327,特定,100,"3,470","347,023",---,---,"制度　建日:23/03/17　建値:3,470"
2023/3/22,2023/3/17,信用,新規買い,ＮＳＳＯＬ,2327,特定,100,"3,470",---,---,---,制度
2023/3/22,2023/3/17,信用,新規売り,マクニカＨＤ,3132,特定,100,"3,570",---,---,---,一般
2023/3/22,2023/3/17,信用,現引,マクニカＨＤ,3132,特定,100,"3,570","357,024",---,---,"制度　建日:23/03/17　建値:3,570"
2023/3/22,2023/3/17,信用,新規買い,マクニカＨＤ,3132,特定,100,"3,570",---,---,---,制度
2023/3/22,2023/3/17,信用,新規売り,Ｆ＆ＬＣ,3563,特定,100,"3,480",---,---,---,一般
2023/3/22,2023/3/17,信用,現引,Ｆ＆ＬＣ,3563,特定,100,"3,480","348,023",---,---,"制度　建日:23/03/17　建値:3,480"
2023/3/22,2023/3/17,信用,新規買い,Ｆ＆ＬＣ,3563,特定,100,"3,480",---,---,---,制度
2023/3/22,2023/3/17,信用,新規売り,クイック,4318,特定,100,"1,703",---,---,---,一般
2023/3/22,2023/3/17,信用,現引,クイック,4318,特定,100,"1,703","170,311",---,---,"制度　建日:23/03/17　建値:1,703"
2023/3/22,2023/3/17,信用,新規買い,クイック,4318,特定,100,"1,703",---,---,---,制度
2023/3/22,2023/3/17,信用,新規売り,図研,6947,特定,100,"3,255",---,---,---,一般
2023/3/22,2023/3/17,信用,現引,図研,6947,特定,100,"3,255","325,522",---,---,"制度　建日:23/03/17　建値:3,255"
2023/3/22,2023/3/17,信用,新規買い,図研,6947,特定,100,"3,255",---,---,---,制度
2023/3/22,2023/3/17,信用,新規売り,オーハシテクニカ,7628,特定,100,"1,530",---,---,---,一般
2023/3/22,2023/3/17,信用,新規買い,オーハシテクニカ,7628,特定,100,"1,530",---,---,---,制度
2023/3/22,2023/3/17,信用,現引,オーハシテクニカ,7628,特定,100,"1,530","153,010",---,---,"制度　建日:23/03/17　建値:1,530"
2023/3/22,2023/3/17,信用,新規売り,モスフード,8153,特定,100,"3,045",---,---,---,一般
2023/3/22,2023/3/17,信用,現引,モスフード,8153,特定,100,"3,045","304,520",---,---,"制度　建日:23/03/17　建値:3,045"
2023/3/22,2023/3/17,信用,新規買い,モスフード,8153,特定,100,"3,045",---,---,---,制度
2023/3/22,2023/3/17,信用,新規売り,アクシアル,8255,特定,100,"3,380",---,---,---,一般
2023/3/22,2023/3/17,信用,現引,アクシアル,8255,特定,100,"3,380","338,023",---,---,"制度　建日:23/03/17　建値:3,380"
2023/3/22,2023/3/17,信用,新規買い,アクシアル,8255,特定,100,"3,380",---,---,---,制度
2023/3/22,2023/3/17,信用,新規売り,百五銀行,8368,特定,"1,000",373,---,---,---,一般
2023/3/22,2023/3/17,信用,現引,百五銀行,8368,特定,"1,000",373,"373,025",---,---,制度　建日:23/03/17　建値:373
2023/3/22,2023/3/17,信用,新規買い,百五銀行,8368,特定,"1,000",373,---,---,---,制度
2023/3/22,---,入出金,振替,---,-,-,---,---,---,"3,056,304",---,信用保証金から
2023/3/23,2023/3/20,信用,新規売り,極　洋,1301,特定,100,"3,435",---,---,---,一般
2023/3/23,2023/3/20,信用,新規買い,極　洋,1301,特定,100,"3,435",---,---,---,制度
2023/3/23,2023/3/20,信用,現引,極　洋,1301,特定,100,"3,435","343,523",---,---,"制度　建日:23/03/20　建値:3,435"
2023/3/23,2023/3/20,信用,新規売り,新日本空調,1952,特定,300,"1,907",---,---,---,一般
2023/3/23,2023/3/20,信用,新規買い,新日本空調,1952,特定,300,"1,907",---,---,---,制度
2023/3/23,2023/3/20,信用,現引,新日本空調,1952,特定,300,"1,907","572,139",---,---,"制度　建日:23/03/20　建値:1,907"
2023/3/23,2023/3/20,信用,新規売り,ニップン,2001,特定,500,"1,650",---,---,---,一般
2023/3/23,2023/3/20,信用,現引,ニップン,2001,特定,500,"1,650","825,056",---,---,"制度　建日:23/03/20　建値:1,650"
2023/3/23,2023/3/20,信用,新規買い,ニップン,2001,特定,500,"1,650",---,---,---,制度
2023/3/23,2023/3/20,信用,新規売り,明治ＨＤ,2269,特定,100,"6,370",---,---,---,一般
2023/3/23,2023/3/20,信用,新規買い,明治ＨＤ,2269,特定,100,"6,370",---,---,---,制度
2023/3/23,2023/3/20,信用,現引,明治ＨＤ,2269,特定,100,"6,370","637,043",---,---,"制度　建日:23/03/20　建値:6,370"
2023/3/23,2023/3/20,信用,新規売り,キーコーヒー,2594,特定,100,"2,041",---,---,---,一般
2023/3/23,2023/3/20,信用,現引,キーコーヒー,2594,特定,100,"2,041","204,113",---,---,"制度　建日:23/03/20　建値:2,041"
2023/3/23,2023/3/20,信用,新規買い,キーコーヒー,2594,特定,100,"2,041",---,---,---,制度
2023/3/23,2023/3/20,信用,新規売り,ゲオＨＤ,2681,特定,100,"1,581",---,---,---,一般
2023/3/23,2023/3/20,信用,現引,ゲオＨＤ,2681,特定,100,"1,581","158,110",---,---,"制度　建日:23/03/20　建値:1,581"
2023/3/23,2023/3/20,信用,新規買い,ゲオＨＤ,2681,特定,100,"1,581",---,---,---,制度
2023/3/23,2023/3/20,信用,新規売り,あらた,2733,特定,100,"3,980",---,---,---,一般
2023/3/23,2023/3/20,信用,現引,あらた,2733,特定,100,"3,980","398,027",---,---,"制度　建日:23/03/20　建値:3,980"
2023/3/23,2023/3/20,信用,新規買い,あらた,2733,特定,100,"3,980",---,---,---,制度
2023/3/23,2023/3/20,信用,新規売り,マツキヨココカラ,3088,特定,100,"6,630",---,---,---,一般
2023/3/23,2023/3/20,信用,新規買い,マツキヨココカラ,3088,特定,100,"6,630",---,---,---,制度
2023/3/23,2023/3/20,信用,現引,マツキヨココカラ,3088,特定,100,"6,630","663,045",---,---,"制度　建日:23/03/20　建値:6,630"
2023/3/23,2023/3/20,信用,新規売り,ＵＳＳ,4732,特定,100,"2,253",---,---,---,一般
2023/3/23,2023/3/20,信用,新規買い,ＵＳＳ,4732,特定,100,"2,253",---,---,---,制度
2023/3/23,2023/3/20,信用,現引,ＵＳＳ,4732,特定,100,"2,253","225,315",---,---,"制度　建日:23/03/20　建値:2,253"
2023/3/23,2023/3/20,信用,新規売り,エステー,4951,特定,100,"1,531",---,---,---,一般
2023/3/23,2023/3/20,信用,新規買い,エステー,4951,特定,100,"1,531",---,---,---,制度
2023/3/23,2023/3/20,信用,現引,エステー,4951,特定,100,"1,531","153,110",---,---,"制度　建日:23/03/20　建値:1,531"
2023/3/23,2023/3/20,信用,新規売り,あいちＦＧ,7389,特定,100,"2,172",---,---,---,一般
2023/3/23,2023/3/20,信用,新規売り,あいちＦＧ,7389,特定,300,"2,172",---,---,---,一般
2023/3/23,2023/3/20,信用,新規買い,あいちＦＧ,7389,特定,100,"2,172",---,---,---,制度
2023/3/23,2023/3/20,信用,新規買い,あいちＦＧ,7389,特定,300,"2,172",---,---,---,制度
2023/3/23,2023/3/20,信用,現引,あいちＦＧ,7389,特定,300,"2,172","651,644",---,---,"制度　建日:23/03/20　建値:2,172"
2023/3/23,2023/3/20,信用,現引,あいちＦＧ,7389,特定,100,"2,172","217,214",---,---,"制度　建日:23/03/20　建値:2,172"
2023/3/23,2023/3/20,信用,新規売り,池田泉州,8714,特定,"2,000",231,---,---,---,一般
2023/3/23,2023/3/20,信用,新規買い,池田泉州,8714,特定,"2,000",231,---,---,---,制度
2023/3/23,2023/3/20,信用,現引,池田泉州,8714,特定,"2,000",231,"462,031",---,---,制度　建日:23/03/20　建値:231
2023/3/23,2023/3/20,信用,新規売り,飯野海運,9119,特定,500,"1,065",---,---,---,一般
2023/3/23,2023/3/20,信用,新規買い,飯野海運,9119,特定,500,"1,065",---,---,---,制度
2023/3/23,2023/3/20,信用,現引,飯野海運,9119,特定,500,"1,065","532,536",---,---,"制度　建日:23/03/20　建値:1,065"
2023/3/23,2023/3/20,信用,新規売り,テレ東ＨＤ,9413,特定,100,"2,336",---,---,---,一般
2023/3/23,2023/3/20,信用,新規買い,テレ東ＨＤ,9413,特定,100,"2,336",---,---,---,制度
2023/3/23,2023/3/20,信用,現引,テレ東ＨＤ,9413,特定,100,"2,336","233,615",---,---,"制度　建日:23/03/20　建値:2,336"
2023/3/23,2023/3/20,信用,新規売り,北ガス,9534,特定,100,"1,877",---,---,---,一般
2023/3/23,2023/3/20,信用,新規買い,北ガス,9534,特定,100,"1,877",---,---,---,制度
2023/3/23,2023/3/20,信用,現引,北ガス,9534,特定,100,"1,877","187,712",---,---,"制度　建日:23/03/20　建値:1,877"
2023/3/23,---,入出金,振替,---,-,-,---,---,---,"6,464,233",---,信用保証金から
2023/3/24,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"1,000,000","+1,000,000(前日比)"
2023/3/24,---,入出金,振替,---,-,-,---,---,---,"1,000,000",---,信用保証金から
2023/3/24,---,入出金,振替,---,-,-,---,---,---,"1,000,000",---,信用保証金から
2023/3/24,---,入出金,入金,---,-,-,---,---,---,"5,000,000",---,ＳＭＢＣ即時入金
2023/3/24,---,入出金,振替,---,-,-,---,---,---,"1,000,000",---,信用保証金から
2023/3/24,---,入出金,入金,---,-,-,---,---,---,"10,148,614",---,ＳＭＢＣ即時入金
2023/3/24,---,入出金,振替,---,-,-,---,---,"5,000,000",---,---,信用保証金へ
2023/3/24,---,入出金,振替,---,-,-,---,---,"5,000,000",---,---,信用保証金へ
2023/3/24,---,入出金,振替,---,-,-,---,---,"5,148,614",---,---,信用保証金へ
